DATE,AMOUNT,DESCRIPTION,CATEGORY,CATEGORY GROUP,ACCOUNT,TO ACCOUNT,PROJECT,NOTES
"2022-10-05",-10.66,"RTC LAS VEGAS TRANSIT LAS VEGAS NV 15449852278002300219765","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas "
"2022-10-05",-100,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-10-05",-100,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-10-04",-2.34,"75187382276900018814761","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-04",-147.29,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-10-04",-84.95,"3750 SAHARA AZILO POOL LAS VEGAS NV 75187382276900018814761","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-04",-0.47,"75187382276900018814639","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-04",-16.99,"3750 SAHARA AZILO POOL LAS VEGAS NV 75187382276900018814639","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-03",-36,"JG *RAPE CRISIS CENTRE LONDON","Charitable giving","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-10-03",-25,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-1.74,"55506292275200088403258","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-03",-948.93,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-63.45,"CAFE HOLLYWOOD LAS VEGAS NV 55506292275200088403258","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-03",-23.85,"Direct debit LV PET 300002 00128223","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-5.48,"55500362274207906900447","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas "
"2022-10-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-199.43,"GRAY LINE LAS VEGAS 7027397777 NV 55500362274207906900447","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A","Vegas"
"2022-10-03",-27.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-236,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",""
"2022-10-03",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",""
"2022-10-01",-100,"Payment to ALISTAIR MACNAIR 2022-09-30","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-30",-47.7,"FEVER-TREE LONDON W6 7","Holidays","Entertainment","489396XXXXXX2001","N/A","N/A","Vegas"
"2022-09-30",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-30",-23,"SIR WALTER SCOTT EDINBURGH","Holidays","Entertainment","489396XXXXXX2001","N/A","N/A","Vegas"
"2022-09-29",-14,"MARMARIS KEBAB HOUSE PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-28",-5.25,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-09-28",-8.95,"AMZNMktplace amazon.co.uk","Telephone & mobile","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-09-28",-22,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-28",-9.99,"AMZNMktplace amazon.co.uk","Telephone & mobile","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-09-27",-233.98,"NATIONAL TYRE SERV PERTH NW","Car running costs","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-09-27",-84.99,"MCAFEE *WWW.MCAFEE.COM 0800-028-7581","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-09-26",-15,"MANCHESTER STORM DEWSBURY LND 85383902268000005493723","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-26",-16.8,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-26",-18,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-26",-15,"CARDIFF DEVILS BELFAST LND 85383902267000006694601","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-26",740,"Transfer from 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",""
"2022-09-26",-5.99,"Amazon.co.uk*AE2HH4495 AMAZON.CO.UK","Garden","Household","489396XXXXXX2001","N/A","N/A",""
"2022-09-26",-740,"Payment to ALISTAIR MACNAIR","Holidays","Entertainment","070436 XXXX9656","N/A","N/A",""
"2022-09-23",-14.99,"AMZNMktplace amazon.co.uk","Telephone & mobile","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-09-23",-500,"Payment to ALISTAIR MACNAIR","Holidays","Entertainment","070436 XXXX9656","N/A","N/A","Vagas"
"2022-09-23",-50,"MOTORTRADE SUPPORT LIMITEPERTH","Car running costs","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-09-23",-82.74,"W M MORRISON PETRO PERTH","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-09-23",-6.93,"MCDONALDS 1357 GLASGOW","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-23",-7.5,"SQ *CLAN ENTERTAINMENT LIGlasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-23",-5,"SQ *BRAEHEAD ARENA Glasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-22",3500,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-22",250,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-22",229.32,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-09-22",72,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-22",-72,"ALISTAIR MACNAIR 400000001006702996","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-09-22",-229.32,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-22",-3500,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-09-22",-250,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-22",-10,"Payment to ALISTAIR MACNAIR","Holidays","Entertainment","070436 XXXX9656","N/A","N/A","Vagas"
"2022-09-21",-7.54,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-09-20",3542.2,"LLOYDS BANK PLC 80043368","Salary","Income","Mr Alistair MacNair","N/A","N/A",""
"2022-09-19",-9.19,"MOTOR FUEL GROUP ST ALBANS","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-19",-20.1,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-19",-10,"SQ *BRAEHEAD ARENA Glasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-19",-183.2,"AXS.COMGOLDEN KNIGHTS 8889297849 CA USD 207.90 at 1.1348","Holidays","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-16",-850,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-09-16",-10.22,"Amazon.co.uk*994FV9WM5 AMAZON.CO.UK","Home improvement","Household","489396XXXXXX2001","N/A","N/A",""
"2022-09-16",850,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-09-14",-5.25,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-09-13",-9.8,"Amazon.co.uk*3F8I58OJ5 AMAZON.CO.UK","Tanski","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-09-13",-14.5,"Payment to DIRECT SHINE","Home maintenance","Household","070436 XXXX9656","N/A","N/A",""
"2022-09-12",20.84,"LLOYDS BANKING GRO","Salary","Income","Mr Alistair MacNair","N/A","N/A",""
"2022-09-12",-5,"SQ *BRAEHEAD ARENA Glasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-82.85,"W M MORRISON PETRO PERTH","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-5,"SQ *BRAEHEAD ARENA Glasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-11.5,"SQ *CLAN ENTERTAINMENT LIGlasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-46,"DUNDEESTARS.COM EDINBURGH","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-5.5,"LEISURE AND CULTURE DU DUNDEE SW","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-12",-18.56,"KFC-CAMPERDOWN DUNDEE","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-09",-6.79,"AMZNMktplace amazon.co.uk","Telephone & mobile","Bills and utilities","489396XXXXXX2001","N/A","N/A",""
"2022-09-08",-6.5,"PHILPOTTS EDINBURGH EDINBURGH","Work expenses","Income","489396XXXXXX2001","N/A","N/A",""
"2022-09-08",-1.15,"GATHER AND GATHER ED'BURGH EH3","Work expenses","Income","489396XXXXXX2001","N/A","N/A",""
"2022-09-08",-2.5,"GATHER AND GATHER ED'BURGH EH3","Work expenses","Income","489396XXXXXX2001","N/A","N/A",""
"2022-09-07",-7.54,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-09-07",-59.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A","Microsoft"
"2022-09-06",-29,"HARRYS 08081648618 LONDON LND 85383902248000004676737","Personal care","Health","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-06",-17.99,"GOOGLE *YouTubePremium 650-253-0000 GBR 55204722248201871865989","Online services","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-05",-9.5,"PAULS FISH AND CHICKEN BAKIRKCALDY","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-05",-23.85,"Direct debit LV PET 300002 00128223","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-09-05",-151.45,"TM *TICKETMASTERUK LONDON GBR 15122622246000160660219","Gifts to friends & family","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A","Alysha "
"2022-09-05",-5,"SQ *BRAEHEAD ARENA Glasgow","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-09-05",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-05",-55,"Etsy.com - GiftsAllMap Dublin IRL 15265672245007595660139","Home improvement","Household","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-05",-94.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-05",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-09-05",-147.29,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-03",-25,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-09-03",-948.93,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-09-02",-1186.95,"TRAVEL REPUBLIC LTD INTERNET GBR 05272462245910002218219","Holidays","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-09-01",-16.49,"Direct debit JPMC RE PAYPAL 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-09-01",-236,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",""
"2022-09-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",""
"2022-08-31",-19.9,"CHILLI PEPPER (SCOT) L PERTH 55504432242110271032778","Eating out","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-31",-5.25,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-08-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-30",-25,"NATIONAL TYRE SERV PERTH NW","Car running costs","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-08-30",-48.73,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-30",-89.9,"TESCO PFS 3796 PERTH 3","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-08-30",41.4,"Bank credit SCOTTISH POLICE AU 607080 10019510","Fuel","Transport","070436 XXXX9656","N/A","N/A",""
"2022-08-30",-12,"B & Q 1361 PERTH","Garden","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-30",-13.99,"HALFORDS 0858 PERTH ST.CATH","Liam","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-08-30",-19.71,"B & Q 1361 PERTH","Garden","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-29",-5,"SQ *CLAN ENTERTAINMENT Glasgow 02708962240344188045896","Ice Hockey","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-27",-50,"Transfer to 0572/338202187 2022-08-26","Savings","Cash","070436 XXXX9656","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",50.18,"DIRECT LINE INS 0345 246 8179 GBR 05272472238910042087697","Other income","Income","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-25.15,"WWW.CLANIHC.COM COLINDALE","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-181.56,"Motortrade Support Limiteperth","Car running costs","Transport","489396XXXXXX2001","N/A","N/A","June cast service "
"2022-08-26",-14.2,"MARINIS PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-26",-25,"Etsy.com - GiftsAllMappedDublin","Home improvement","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-25",-31.5,"WWW.FIFEFLYERS.CO.UK ROSSLYN ST.,","Ice Hockey","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-24",-7.54,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-08-24",-3.38,"BROXDEN FS702 PERTH, PERTHS","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-24",-16.8,"Direct debit JPMC RE PAYPAL 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-24",-63.47,"B & Q 1361 PERTH","Garden","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-24",-690,"Transfer to 0572/338202187","Savings","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-23",-590,"ALISTAIR MACNAIR 300000000990025262","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-08-23",590,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-22",-27.35,"Time2Dine Glasgow","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-22",-3500,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",""
"2022-08-22",3500,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-22",328.17,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-08-22",3.99,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-22",-328.17,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-22",-3.99,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-19",17.99,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-19",350,"PAYMENT RECEIVED -- THANK YOU","Credit card payments","Transfers","489396XXXXXX2001","N/A","N/A",""
"2022-08-19",-14.5,"Payment to DIRECT SHINE 2022-08-18","Home maintenance","Household","070436 XXXX9656","N/A","N/A",""
"2022-08-19",4099.29,"LLOYDS BANK PLC 80042106","Salary","Income","Mr Alistair MacNair","N/A","N/A",""
"2022-08-19",-17.99,"Payment to SAINSBURYS CLASSIC 2022-08-18","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-19",-350,"Payment to SELECT CREDIT CARD 2022-08-18","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",""
"2022-08-18",-3.99,"PLAYSTATIONNETWORK LONDON GBR 05272462230910000519276","Online services","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-17",-5.25,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-08-16",-10.99,"AMZNMktplace amazon.co.uk","Liam","Gifts and giving","489396XXXXXX2001","N/A","N/A",""
"2022-08-15",-29.35,"Time2Dine Glasgow","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-10",-7.54,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-08-10",-10.5,"MARINIS PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-10",-96.83,"GULF MAIN STR. LARBERT LARBERT","Fuel","Transport","489396XXXXXX2001","N/A","N/A",""
"2022-08-08",-17.99,"GOOGLE *YouTubePremium 650-253-0000 GBR 55204722217200450835378","Online services","Bills and utilities","MR ALISTAIR MACNAIR","N/A","N/A",""
"2022-08-08",-12,"TESCO STORE 3008 PERTH 3","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",""
"2022-08-08",-27.99,"AMZNMktplace amazon.co.uk","Personal care","Health","489396XXXXXX2001","N/A","N/A",""
"2022-08-08",-70,"THE BIRKHILL INN DUNDEE","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-05",-113.1,"Direct debit V12 RETAIL FINANCE 200816 70025127","Loans","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-08-05",-20.6,"MARINIS PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-04",-8.6,"PHILPOTTS EDINBURGH EDINBURGH","Work expenses","Income","489396XXXXXX2001","N/A","N/A",""
"2022-08-03",-25,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-49.99,"AMZNMktplace amazon.co.uk","Garden","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-03",-920.24,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-5.94,"AMZNMktplace amazon.co.uk","Home improvement","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-03",-5.25,"Direct debit MCQUEENS DAIRIES 832628 00720838","Groceries","Shopping","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-11.04,"AMZNMktplace amazon.co.uk","Home improvement","Household","489396XXXXXX2001","N/A","N/A",""
"2022-08-03",-23.85,"Direct debit LV PET 300002 00128223","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-94.9,"Direct debit OCTOPUS ENERGY 400328 43807509","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-03",-147.29,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",""
"2022-08-01",-17.5,"SUMUP *HAPPY VALLEY TAKEPERTH,","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-01",-16.49,"Direct debit PAYPAL PAYMENT 609242 40317401","Printing","Business","070436 XXXX9656","N/A","N/A",""
"2022-08-01",-11.5,"ZAYNS FASTFOOD PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",""
"2022-08-01",-236,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",""
"2022-08-01",-17.04,"TESCO STORE 3008 PERTH 3","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",""
"2022-08-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",""
"2022-07-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",""
