Trans_Date,Category,Sub_Category,Trans_Description,Trans_Amount,Year,Month_Number,Day_Number
2019-08-01,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-700.0,2019,8,1
2019-08-16,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-1000.0,2019,8,16
2019-09-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,2700.0,2019,9,9
2019-11-08,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-500.0,2019,11,8
2019-12-04,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-2000.0,2019,12,4
2019-12-10,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-1000.0,2019,12,10
2019-12-20,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-1000.0,2019,12,20
2019-01-03,Household:TV,TV Licence,TV Licence,-12.37,2019,1,3
2019-01-04,Family:Liam,Liam,Liam,-20.0,2019,1,4
2019-01-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,1,20
2019-01-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,1,28
2019-02-03,Household:TV,TV Licence,TV Licence,-12.37,2019,2,3
2019-02-04,Family:Liam,Liam,Liam,-20.0,2019,2,4
2019-02-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,2,20
2019-02-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,2,28
2019-03-01,Household:TV,TV Licence,TV Licence,-12.37,2019,3,1
2019-03-04,Family:Liam,Liam,Liam,-20.0,2019,3,4
2019-03-11,Household:Maintenance,Newton Property,Newton Property,-295.09,2019,3,11
2019-03-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,3,20
2019-03-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,3,28
2019-04-03,Household:TV,TV Licence,TV Licence,-12.07,2019,4,3
2019-04-04,Family:Liam,Liam,Liam,-20.0,2019,4,4
2019-04-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,4,20
2019-04-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,4,28
2019-05-03,Household:TV,TV Licence,TV Licence,-12.83,2019,5,3
2019-05-04,Family:Liam,Liam,Liam,-20.0,2019,5,4
2019-05-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,5,20
2019-05-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,5,28
2019-05-28,Household:Maintenance,Newton Property,Newton Property,-252.15,2019,5,28
2019-06-03,Household:TV,TV Licence,TV Licence,-12.83,2019,6,3
2019-06-04,Family:Liam,Liam,Liam,-20.0,2019,6,4
2019-06-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,6,20
2019-06-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,6,28
2019-07-03,Household:TV,TV Licence,TV Licence,-12.83,2019,7,3
2019-07-04,Family:Liam,Liam,Liam,-20.0,2019,7,4
2019-07-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,7,20
2019-07-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2019,7,28
2019-08-03,Household:TV,TV Licence,TV Licence,-12.83,2019,8,3
2019-08-04,Family:Liam,Liam,Liam,-20.0,2019,8,4
2019-08-15,Computer,Mcafee,Mcafee,-30.69,2019,8,15
2019-08-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,94.0,2019,8,20
2019-08-20,Insurance:Life Insurance,L&G,L&G,-16.84,2019,8,20
2019-08-22,Household:Maintenance,Newton Property,Newton Property,-322.68,2019,8,22
2019-08-22,Transfer (Inward),Transfer from BoS,Transfer from BoS,150.0,2019,8,22
2019-08-22,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-150.0,2019,8,22
2020-01-01,Household:Mortgage,Mortgage,Mortgage,-793.89,2020,1,1
2020-01-01,Self,Gym,Gym,-35.1,2020,1,1
2020-01-01,Bank:Bank Charges,Bank Interest,Bank Interest,47.61,2020,1,1
2020-01-02,Household:TV,TV Licence,TV Licence,-12.83,2020,1,2
2020-01-02,Family:Liam,Playstation Games,Playstation Games,-0.97,2020,1,2
2020-01-03,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2020,1,3
2020-01-03,Household:Maintenance,Scottish Power,Scottish Power,-13.0,2020,1,3
2020-01-03,Ice Hockey:Tickets,Glasgow Clan,Glasgow Clan,-10.0,2020,1,3
2020-01-03,Ice Hockey:Tickets,Glasgow Clan,Glasgow Clan,-10.0,2020,1,3
2020-01-04,Travel:Fuel,Petrol,Petrol,-59.58,2020,1,4
2020-01-04,Household:Mortgage,Mortgage Express,Mortgage Express,-450.0,2020,1,4
2020-01-04,Family:Liam,Liam,Liam,-20.0,2020,1,4
2020-01-04,Insurance:Life Insurance,L&G,L&G,-16.84,2020,1,4
2020-01-04,Family:June,Amazon,Amazon,-8.45,2020,1,4
2020-01-04,Food:Take Away,Chungs,Chungs,-18.25,2020,1,4
2020-01-05,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-10.0,2020,1,5
2020-01-06,Food:Lunch,Lunch At Work,Lunch At Work,-3.15,2020,1,6
2020-01-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,25.0,2020,1,6
2020-01-06,Shopping,Post Office,Post Office,-3.55,2020,1,6
2020-01-06,Family:Tanski,Kennel Club,Kennel Club,-17.0,2020,1,6
2020-01-06,Food:Take Away,7 Spice,7 Spice,-20.2,2020,1,6
2020-01-06,Family:Mum - Dad,Timpsons Name Plate,Timpsons Name Plate,-15.95,2020,1,6
2020-01-06,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-25.0,2020,1,6
2020-01-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-253.0,2020,1,7
2020-01-07,Household:Phone - Broadband,BT,BT,-88.97,2020,1,7
2020-01-07,Food:Lunch,Lunch At Work,Lunch At Work,-0.8,2020,1,7
2020-01-08,Food:Lunch,Lunch At Work,Lunch At Work,-5.0,2020,1,8
2020-01-08,Charity,Guide Dogs,Guide Dogs,-10.0,2020,1,8
2020-01-08,Shopping,Shopping,Shopping,-18.7,2020,1,8
2020-01-09,Software,Spamdrain,Spamdrain,-16.47,2020,1,9
2020-01-09,Shopping,Shopping,Shopping,-26.03,2020,1,9
2020-01-10,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-8.5,2020,1,10
2020-01-10,Shopping,Shopping,Shopping,-5.99,2020,1,10
2020-01-12,Computer,Fast Hosts,Fast Hosts,-22.79,2020,1,12
2020-01-12,Ice Hockey:Spending,Sheffield Webcast,Sheffield Webcast,-15.0,2020,1,12
2020-01-13,Food:Take Away,7 Spice,7 Spice,-13.0,2020,1,13
2020-01-13,Family:Tanski,Pets @ Home,Pets @ Home,-36.0,2020,1,13
2020-01-14,Food:Lunch,Lunch At Work,Lunch At Work,-2.65,2020,1,14
2020-01-14,Food:Lunch,Lunch At Work,Lunch At Work,-3.65,2020,1,14
2020-01-14,Self,Lights,Lights,-11.99,2020,1,14
2020-01-15,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-22.79,2020,1,15
2020-01-15,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-15.0,2020,1,15
2020-01-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,22.79,2020,1,15
2020-01-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,15.0,2020,1,15
2020-01-16,Food:Lunch,Lunch At Work,Lunch At Work,-2.65,2020,1,16
2020-01-16,Food:Lunch,Lunch At Work,Lunch At Work,-1.25,2020,1,16
2020-01-16,Family:Liam,Playstation Games,Playstation Games,-55.24,2020,1,16
2020-01-18,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,20.0,2020,1,18
2020-01-18,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-10.0,2020,1,18
2020-01-18,Insurance,Credit Expert,Credit Expert,-14.99,2020,1,18
2020-01-18,Car,Parking,Parking,-13.5,2020,1,18
2020-01-18,Transfer (Outward),Transfer to Cash,Transfer to Cash,-20.0,2020,1,18
2020-01-19,Family:Tanski,Amazon - Clicker,Amazon - Clicker,-5.99,2020,1,19
2020-01-19,Self,Lights,Lights,-11.99,2020,1,19
2020-01-19,Family:Tanski,Mat For Tanski,Mat For Tanski,-17.99,2020,1,19
2020-01-20,Income,Salary,Salary,3391.26,2020,1,20
2020-01-20,Travel:Fuel,Petrol,Petrol,-61.32,2020,1,20
2020-01-20,Sports:Betting,McBookie.com,McBookie.com,50.0,2020,1,20
2020-01-20,Ice Hockey:Away Games,Lunch,Lunch,-2.4,2020,1,20
2020-01-20,Self,Lights,Lights,11.99,2020,1,20
2020-01-20,Food:Take Away,7 Spice,7 Spice,-19.2,2020,1,20
2020-01-21,Food:Lunch,Lunch At Work,Lunch At Work,-5.1,2020,1,21
2020-01-21,Travel,Car Park,Car Park,-13.5,2020,1,21
2020-01-21,Self,Google Music,Google Music,-11.99,2020,1,21
2020-01-22,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3150.0,2020,1,22
2020-01-22,Food:Lunch,Lunch At Work,Lunch At Work,-4.5,2020,1,22
2020-01-22,Shopping,Asda,Asda,-0.4,2020,1,22
2020-01-22,Transfer (Inward),Transfer from BoS,Transfer from BoS,3150.0,2020,1,22
2020-01-23,Travel,Car Park,Car Park,-13.5,2020,1,23
2020-01-23,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-11.99,2020,1,23
2020-01-23,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,11.99,2020,1,23
2020-01-23,Ice Hockey:Away Games,Hotel,Hotel,83.52,2020,1,23
2020-01-24,Food:Lunch,Lunch At Work,Lunch At Work,-4.0,2020,1,24
2020-01-24,Shopping,Asda,Asda,-15.96,2020,1,24
2020-01-25,Food:Lunch,Lunch At Work,Lunch At Work,-5.1,2020,1,25
2020-01-25,Travel,Car Park,Car Park,-13.5,2020,1,25
2020-01-26,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-20.0,2020,1,26
2020-01-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,20.0,2020,1,27
2020-01-27,Food:Take Away,Fiondas,Fiondas,-8.4,2020,1,27
2020-01-27,Transfer (Outward),Transfer to Cash,Transfer to Cash,-20.0,2020,1,27
2020-01-27,Food:Take Away,Chungs,Chungs,-16.15,2020,1,27
2020-01-28,Household:Gas - Electricity,Scottish Power,Scottish Power,-76.0,2020,1,28
2020-01-28,Mobile:Mobile Phone Bills,EE,EE,-64.7,2020,1,28
2020-01-28,Food:Lunch,Lunch At Work,Lunch At Work,-4.85,2020,1,28
2020-01-28,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-14.99,2020,1,28
2020-01-28,Family:Liam,Spotify,Spotify,-14.99,2020,1,28
2020-01-28,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,14.99,2020,1,28
2020-01-29,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-241.0,2020,1,29
2020-01-29,Transfer (Inward),Transfer from BoS,Transfer from BoS,241.0,2020,1,29
2020-01-29,Shopping,Asda,Asda,-1.1,2020,1,29
2020-01-30,Travel:Fuel,Petrol,Petrol,-60.79,2020,1,30
2020-01-30,Computer,HP Printer Ink,HP Printer Ink,-1.99,2020,1,30
2020-01-30,Ice Hockey:Away Games,Hotel,Hotel,56.0,2020,1,30
2020-01-30,Food:Lunch,Lunch At Work,Lunch At Work,-0.75,2020,1,30
2020-01-30,Food:Lunch,Lunch At Work,Lunch At Work,-2.65,2020,1,30
2020-01-30,Travel,Car Park,Car Park,-13.5,2020,1,30
2020-01-31,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,131.87,2020,1,31
2020-01-31,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-13.0,2020,1,31
2020-01-31,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-131.87,2020,1,31
2020-02-01,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,20.0,2020,2,1
2020-02-01,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-20.0,2020,2,1
2020-02-01,Household:Mortgage,Mortgage,Mortgage,-793.89,2020,2,1
2020-02-01,Self,Gym,Gym,-35.1,2020,2,1
2020-02-01,Food:Lunch,Lunch At Work,Lunch At Work,-4.5,2020,2,1
2020-02-01,Car,Parking,Parking,-13.5,2020,2,1
2020-02-01,Transfer (Outward),Transfer to Cash,Transfer to Cash,-20.0,2020,2,1
2020-02-02,Household:TV,TV Licence,TV Licence,-12.83,2020,2,2
2020-02-02,Car:Car Insurance,Car Insurance Merc,Car Insurance Merc,-383.04,2020,2,2
2020-02-03,Ice Hockey:Tickets,POFW Tickets,POFW Tickets,-180.4,2020,2,3
2020-02-03,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2020,2,3
2020-02-03,Household:Maintenance,Scottish Power,Scottish Power,-13.0,2020,2,3
2020-02-03,Household:Phone - Broadband,BT,BT,24.03,2020,2,3
2020-02-03,Food:Lunch,Lunch At Work,Lunch At Work,-0.8,2020,2,3
2020-02-03,Household,Tape,Tape,-5.99,2020,2,3
2020-02-03,Food:Take Away,7 Spice,7 Spice,-26.0,2020,2,3
2020-02-03,Family:Tanski,Pets @ Home,Pets @ Home,-33.01,2020,2,3
2020-02-03,Household:Phone - Broadband,BT,BT,-89.3,2020,2,3
2020-02-04,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-5.0,2020,2,4
2020-02-04,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,60.0,2020,2,4
2020-02-04,Car,Parking Fine,Parking Fine,-100.0,2020,2,4
2020-02-04,Household:Mortgage,Mortgage Express,Mortgage Express,-450.0,2020,2,4
2020-02-04,Family:Liam,Liam,Liam,-20.0,2020,2,4
2020-02-04,Insurance:Life Insurance,L&G,L&G,-16.84,2020,2,4
2020-02-04,Transfer (Outward),Transfer to Cash,Transfer to Cash,-60.0,2020,2,4
2020-02-05,Food:Lunch,Lunch At Work,Lunch At Work,-4.5,2020,2,5
2020-02-06,Shopping,Asda,Asda,-3.52,2020,2,6
2020-02-06,Car,Parking,Parking,-13.5,2020,2,6
2020-02-07,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-7.17,2020,2,7
2020-02-07,Shopping,Asda,Asda,-12.98,2020,2,7
2020-02-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,7.17,2020,2,7
2020-02-08,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-12.0,2020,2,8
2020-02-08,Food:Take Away,Chungs,Chungs,-16.35,2020,2,8
2020-02-08,Family:June,Clinton Cards,Clinton Cards,-10.05,2020,2,8
2020-02-08,Food:Lunch,Lunch At Work,Lunch At Work,-8.35,2020,2,8
2020-02-08,Car,Parking,Parking,-13.5,2020,2,8
2020-02-09,Travel:Fuel,Fuel,Fuel,-54.87,2020,2,9
2020-02-09,Charity,Guide Dogs,Guide Dogs,-10.0,2020,2,9
2020-02-10,Food:Lunch,Lunch At Work,Lunch At Work,-7.87,2020,2,10
2020-02-10,Shopping,Asda,Asda,-9.9,2020,2,10
2020-02-11,Car,Car Service,Car Service,-299.0,2020,2,11
2020-02-11,Household,Hinges,Hinges,-6.99,2020,2,11
2020-02-11,Car,Parking,Parking,-13.5,2020,2,11
2020-02-11,Food:Take Away,7 Spice,7 Spice,-17.0,2020,2,11
2020-02-12,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-7.99,2020,2,12
2020-02-12,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-12.99,2020,2,12
2020-02-12,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-55.88,2020,2,12
2020-02-12,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,7.99,2020,2,12
2020-02-12,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,12.99,2020,2,12
2020-02-12,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,55.88,2020,2,12
2020-02-12,Family:Liam,Liam PlayStation,Liam PlayStation,-7.99,2020,2,12
2020-02-12,Family:Liam,Liam PlayStation,Liam PlayStation,-12.99,2020,2,12
2020-02-12,Computer,1&1 Internet,1&1 Internet,-55.88,2020,2,12
2020-02-13,Shopping,Chemist,Chemist,-3.49,2020,2,13
2020-02-13,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-11.5,2020,2,13
2020-02-13,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,11.5,2020,2,13
2020-02-13,Charity,Charity,Charity,-11.5,2020,2,13
2020-02-14,Food:Take Away,Fiondas,Fiondas,-8.4,2020,2,14
2020-02-14,Shopping,Asda,Asda,-11.9,2020,2,14
2020-02-15,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-10.0,2020,2,15
2020-02-17,Household:Gas - Electricity,Octopus,Octopus,-73.4,2020,2,17
2020-02-17,Sports:Betting,Paddypower,Paddypower,-50.0,2020,2,17
2020-02-18,Insurance,Credit Expert,Credit Expert,-14.99,2020,2,18
2020-02-18,Shopping,Harry's Shaving,Harry's Shaving,-18.5,2020,2,18
2020-02-18,Shopping,Asda,Asda,-4.0,2020,2,18
2020-02-18,Family:Tanski,Vets,Vets,-4.39,2020,2,18
2020-02-18,Shopping,W H Smiths,W H Smiths,-14.94,2020,2,18
2020-02-20,Income,Salary,Salary,3391.26,2020,2,20
2020-02-20,Shopping,Post Office,Post Office,-6.6,2020,2,20
2020-02-20,Shopping,Asda,Asda,-12.37,2020,2,20
2020-02-20,Shopping,Asda,Asda,-12.68,2020,2,20
2020-02-21,Food:Take Away,Fiondas,Fiondas,-9.5,2020,2,21
2020-02-21,Self,Google Music,Google Music,-11.99,2020,2,21
2020-02-22,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,30.0,2020,2,22
2020-02-22,Transfer (Outward),Transfer to Cash,Transfer to Cash,-30.0,2020,2,22
2020-02-22,Sports:Betting,Paddypower,Paddypower,140.0,2020,2,22
2020-02-22,Shopping,Asda,Asda,-8.49,2020,2,22
2020-02-23,Computer,1&1 Internet,1&1 Internet,12.47,2020,2,23
2020-02-24,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3150.0,2020,2,24
2020-02-24,Shopping,Milk,Milk,-0.52,2020,2,24
2020-02-24,Food:Lunch,Lunch At Work,Lunch At Work,-5.15,2020,2,24
2020-02-24,Family:Tanski,Vets,Vets,-250.66,2020,2,24
2020-02-24,Travel:Fuel,Petrol,Petrol,-57.17,2020,2,24
2020-02-24,Car,Ringo Parking,Ringo Parking,-4.4,2020,2,24
2020-02-24,Food:Take Away,7 Spice,7 Spice,-12.5,2020,2,24
2020-02-24,Transfer (Inward),Transfer from BoS,Transfer from BoS,3150.0,2020,2,24
2020-02-24,Sports:Betting,William Hill,William Hill,-40.0,2020,2,24
2020-02-24,Family:Liam,Spotify,Spotify,-14.99,2020,2,24
2020-02-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,702.05,2020,2,25
2020-02-25,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-11.99,2020,2,25
2020-02-25,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-702.05,2020,2,25
2020-02-25,Food:Lunch,Lunch At Work,Lunch At Work,-0.8,2020,2,25
2020-02-25,Self,Google Play,Google Play,-7.99,2020,2,25
2020-02-25,Car,Parking,Parking,-13.5,2020,2,25
2020-02-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,11.99,2020,2,25
2020-02-26,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-2.52,2020,2,26
2020-02-26,Shopping,Asda,Asda,-28.82,2020,2,26
2020-02-26,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,2.52,2020,2,26
2020-02-27,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-5.52,2020,2,27
2020-02-27,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-1.15,2020,2,27
2020-02-27,Food:Lunch,Philpotts,Philpotts,-8.35,2020,2,27
2020-02-27,Car,Parking,Parking,-13.5,2020,2,27
2020-02-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.52,2020,2,27
2020-02-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,1.15,2020,2,27
2020-02-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-240.0,2020,2,28
2020-02-28,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-10.0,2020,2,28
2020-02-28,Transfer (Inward),Transfer from BoS,Transfer from BoS,240.0,2020,2,28
2020-02-28,Family:Tanski,L&G Tanski Insurance,L&G Tanski Insurance,-22.8,2020,2,28
2020-02-28,Mobile:Mobile Phone Bills,EE,EE,-62.71,2020,2,28
2020-02-28,Self,Amazon,Amazon,-8.95,2020,2,28
2020-02-29,Food:Take Away,7 Spice,7 Spice,-26.0,2020,2,29
2020-02-29,Household,B&Q,B&Q,-50.0,2020,2,29
2020-02-29,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-13.0,2020,2,29
2020-03-02,Household:TV,TV Licence,TV Licence,-12.83,2020,3,2
2020-03-02,Sports:Betting,William Hill,William Hill,-10.0,2020,3,2
2020-03-02,Computer,HP Printer Ink,HP Printer Ink,-6.99,2020,3,2
2020-03-02,Household:Mortgage,Mortgage,Mortgage,-793.89,2020,3,2
2020-03-02,Insurance,Scottish Power,Scottish Power,-13.0,2020,3,2
2020-03-02,Self,Amazon,Amazon,-8.45,2020,3,2
2020-03-03,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2020,3,3
2020-03-03,Car,Parking,Parking,-13.0,2020,3,3
2020-03-03,Household,B&Q Lights,B&Q Lights,-150.0,2020,3,3
2020-03-03,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-15.0,2020,3,3
2020-03-03,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-12.0,2020,3,3
2020-03-03,Insurance:Life Insurance,L&G,L&G,-16.84,2020,3,3
2020-03-03,Family:Liam,Liam,Liam,-20.0,2020,3,3
2020-03-03,Household:Mortgage,Mortgage Express,Mortgage Express,-450.0,2020,3,3
2020-03-03,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-5.0,2020,3,3
2020-03-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,15.0,2020,3,3
2020-03-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,12.0,2020,3,3
2020-03-03,Charity,Charity,Charity,-5.0,2020,3,3
2020-03-03,Ice Hockey:Spending,Coventry Blaz Webcast,Coventry Blaz Webcast,-12.0,2020,3,3
2020-03-03,Ice Hockey:Spending,Webcast Manchester,Webcast Manchester,-15.0,2020,3,3
2020-03-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2020,3,3
2020-03-05,Shopping,Shopping,Shopping,-19.75,2020,3,5
2020-03-05,Household:Phone - Broadband,BT,BT,-88.97,2020,3,5
2020-03-05,Food:Lunch,Lunch At Work,Lunch At Work,-4.5,2020,3,5
2020-03-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2020,3,6
2020-03-06,Food:Lunch,Lunch At Work,Lunch At Work,-5.0,2020,3,6
2020-03-06,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2020,3,6
2020-03-07,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-4.5,2020,3,7
2020-03-07,Shopping,Tesco,Tesco,-1.3,2020,3,7
2020-03-07,Car,Parking,Parking,-13.5,2020,3,7
2020-03-09,Charity,Guide Dogs,Guide Dogs,-10.0,2020,3,9
2020-03-09,Household:Gas - Electricity,Octopus,Octopus,-73.4,2020,3,9
2020-03-09,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-383.04,2020,3,9
2020-03-09,Household:Gas - Electricity,Scottish Power,Scottish Power,-83.88,2020,3,9
2020-03-09,Food:Take Away,7 Spice,7 Spice,-26.0,2020,3,9
2020-03-09,Shopping,Tesco,Tesco,-2.4,2020,3,9
2020-03-09,Ice Hockey:Away Games,Dundee Ice Arena,Dundee Ice Arena,-38.0,2020,3,9
2020-03-09,Travel:Fuel,Petrol,Petrol,-55.7,2020,3,9
2020-03-09,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-2.6,2020,3,9
2020-03-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,383.04,2020,3,9
2020-03-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,2.6,2020,3,9
2020-03-10,Food:Lunch,Lunch At Work,Lunch At Work,-4.5,2020,3,10
2020-03-10,Car,Parking,Parking,-13.0,2020,3,10
2020-03-11,Vacation:Non CLC Holiday,Tralee. Com,Tralee. Com,-192.0,2020,3,11
2020-03-11,Shopping,Asda,Asda,-8.99,2020,3,11
2020-03-12,Shopping,Shopping Asda,Shopping Asda,-1.7,2020,3,12
2020-03-12,Food:Lunch,Lunch At Work,Lunch At Work,-4.3,2020,3,12
2020-03-12,Car,Parking,Parking,-13.5,2020,3,12
2020-03-12,Shopping,Shopping Asda,Shopping Asda,-11.99,2020,3,12
2020-03-13,Vacation,WEM,WEM,-1500.0,2020,3,13
2020-03-14,Family:Tanski,Pets @ Home,Pets @ Home,-27.17,2020,3,14
2020-03-15,Self,Tresspass,Tresspass,-23.99,2020,3,15
2020-03-17,Family:June,Thortful,Thortful,-10.98,2020,3,17
2020-03-18,Insurance,Credit Expert,Credit Expert,-14.99,2020,3,18
2020-03-19,Shopping,Bin Liners,Bin Liners,-10.39,2020,3,19
2020-03-19,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-10.98,2020,3,19
2020-03-19,Food:Take Away,Fiondas,Fiondas,-12.25,2020,3,19
2020-03-19,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,10.98,2020,3,19
2020-03-20,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-880.0,2020,3,20
2020-03-20,Income,Salary,Salary,4531.25,2020,3,20
2020-03-20,Family:June,June,June,-500.0,2020,3,20
2020-03-20,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-1.59,2020,3,20
2020-03-20,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-1.59,2020,3,20
2020-03-20,Transfer (Inward),Transfer from BoS,Transfer from BoS,880.0,2020,3,20
2020-03-20,Household:Maintenance,Newton Property,Newton Property,-391.1,2020,3,20
2020-03-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,1.59,2020,3,20
2020-03-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,1.59,2020,3,20
2020-03-21,Household:TV,Amazon Prime,Amazon Prime,-79.0,2020,3,21
2020-03-21,Self,Google Music,Google Music,-11.99,2020,3,21
2020-03-22,Computer,Ionos,Ionos,-12.0,2020,3,22
2020-03-23,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3150.0,2020,3,23
2020-03-23,Food:Take Away,7 Spice,7 Spice,-26.5,2020,3,23
2020-03-23,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-5.0,2020,3,23
2020-03-23,Ice Hockey:Spending,Ice Hockey,Ice Hockey,-5.0,2020,3,23
2020-03-23,Transfer (Inward),Transfer from BoS,Transfer from BoS,3150.0,2020,3,23
2020-03-24,Vacation,WEM,WEM,1500.0,2020,3,24
2020-03-25,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-11.99,2020,3,25
